% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1101981, Wed Apr 27 01:27:35 2022, <python>{}</python>
1 8 0.9464691654807351 1.0000375007031337 473.0 4.7300000000000000e+02 488.0 489.0   
2 16 0.8711974506710385 1.4672989040711522 473.0 4.7700000000000000e+02 489.0 489.0   
3 24 0.8603429213956328 1.781616692252243 473.0 4.7300000000000000e+02 488.0 488.0   
4 32 0.8870737201058991 2.0480387918270444 473.0 4.7300000000000000e+02 488.0 489.0   
5 40 0.9549285003714775 2.3788117495490875 473.0 4.7300000000000000e+02 488.0 489.0   
6 48 0.8868593207749884 2.2021730738581478 473.0 4.7300000000000000e+02 487.0 489.0   
7 56 0.9104721728255247 2.2622681034934624 473.0 4.7300000000000000e+02 486.0 489.0   
8 64 0.892270433189881 2.5098601031665635 473.0 4.7300000000000000e+02 477.0 489.0   
9 72 0.7545715560047975 2.758443736123228 473.0 4.7600000000000000e+02 488.0 489.0   
10 80 0.6726096783647474 2.6027778548114124 473.0 4.7300000000000000e+02 487.0 489.0   
11 88 0.6337345134151782 2.540287591256163 472.0 4.7200000000000000e+02 476.0 489.0   
12 96 0.6923843956923221 2.5330146304517243 472.0 4.7300000000000000e+02 487.0 489.0   
13 104 0.827580336470214 2.6701844414424305 472.0 4.7200000000000000e+02 488.0 489.0   
14 112 0.9044784423896801 2.5405113468912446 472.0 4.7300000000000000e+02 487.0 489.0   
15 120 0.9826149002959211 2.3205128326092828 472.0 4.7200000000000000e+02 476.0 489.0   
16 128 1.0492544527426946 2.4434264313255327 472.0 4.7300000000000000e+02 488.0 489.0   
17 136 1.0336868243481607 2.6015731112995626 472.0 4.8600000000000000e+02 488.0 489.0   
18 144 1.097132429687171 3.1245938380721068 472.0 4.7300000000000000e+02 488.0 489.0   
19 152 1.1582175908706878 2.8048538634749915 472.0 4.7300000000000000e+02 488.0 488.0   
20 160 1.307368563646477 3.018471687097445 472.0 4.7200000000000000e+02 476.0 489.0   
21 168 1.523211966192646 3.4362980502319185 472.0 4.7300000000000000e+02 477.0 488.0   
22 176 2.2344528681216334 3.743667953337308 472.0 4.7600000000000000e+02 488.0 489.0   
23 184 2.4063662637485606 3.738168699133157 472.0 4.7200000000000000e+02 476.0 489.0   
24 192 2.2636899104506067 3.388009548055999 472.0 4.7300000000000000e+02 476.0 487.0   
25 200 2.0275018486335 3.535083321881767 472.0 4.7300000000000000e+02 487.0 489.0   
26 208 1.9274924513561922 3.573311608900477 472.0 4.7200000000000000e+02 488.0 489.0   
27 216 1.952402491086256 3.6517104257350734 472.0 4.7300000000000000e+02 487.0 489.0   
28 224 2.36142310601679 3.2924849211487173 472.0 4.7200000000000000e+02 476.0 488.0   
29 232 2.5886840833338436 3.3098191666548096 472.0 4.7200000000000000e+02 473.0 486.0   
30 240 3.6050066970331667 3.2103800889469083 472.0 4.7600000000000000e+02 477.0 489.0   
31 248 4.060077221901687 3.531685602118335 472.0 4.7200000000000000e+02 480.0 489.0   
32 256 3.817923002095184 3.623755796895971 472.0 4.7300000000000000e+02 488.0 489.0   
33 264 3.6883415100905705 3.459847686502913 472.0 4.7200000000000000e+02 477.0 488.0   
34 272 3.6628086988987354 3.1076940154392627 472.0 4.7300000000000000e+02 477.0 489.0   
35 280 3.4225504924013253 3.033009018803781 472.0 4.7300000000000000e+02 476.0 488.0   
36 288 3.2909878978221934 3.2399317523408593 472.0 4.7300000000000000e+02 473.0 489.0   
37 296 3.0653040033872383 3.6339119940196403 472.0 4.7200000000000000e+02 476.0 488.0   
38 304 3.0294419977902085 3.737206042407792 472.0 4.7200000000000000e+02 476.0 487.0   
39 312 2.49883244738972 4.5578324501793945 472.0 4.7300000000000000e+02 477.0 488.0   
40 320 2.1718509828878623 4.250493245116635 472.0 4.7200000000000000e+02 473.0 479.0   
41 328 1.9408842523377667 4.089205079170668 472.0 4.7200000000000000e+02 479.0 489.0   
42 336 1.905290357289827 3.8561052306705665 472.0 4.7200000000000000e+02 476.0 489.0   
43 344 1.8527615407245883 3.8376502662289633 472.0 4.7200000000000000e+02 476.0 489.0   
44 352 2.0118529120636697 4.005661381867929 472.0 4.7200000000000000e+02 476.0 488.0   
45 360 2.4804528240369814 4.622056436383187 472.0 4.7200000000000000e+02 487.0 489.0   
46 368 3.2946797731736277 5.102292522666129 472.0 4.7300000000000000e+02 476.0 487.0   
47 376 3.754861329198845 5.439657749655021 472.0 4.7300000000000000e+02 479.0 488.0   
48 384 3.8587211294581003 4.934069455910485 472.0 4.7200000000000000e+02 477.0 488.0   
49 392 3.7157977434879665 4.592360841790364 472.0 4.7300000000000000e+02 487.0 488.0   
50 400 3.9592723567483294 4.9717845562517065 472.0 4.7300000000000000e+02 477.0 489.0   
51 408 3.6973941258566088 5.213002195711699 472.0 4.7300000000000000e+02 477.0 488.0   
52 416 3.7994352699910645 5.243514639782169 472.0 4.7200000000000000e+02 477.0 489.0   
53 424 4.077080900090409 4.885419215019852 472.0 4.7300000000000000e+02 488.0 489.0   
54 432 3.6746709557770623 4.508135296933782 472.0 4.7300000000000000e+02 477.0 489.0   
55 440 3.640354824089818 4.8040550160346305 472.0 4.7200000000000000e+02 476.0 479.0   
56 448 3.7546653337139007 3.625818307246558 472.0 4.7200000000000000e+02 476.0 488.0   
57 456 3.5492541069542067 3.7716686290279933 472.0 4.7200000000000000e+02 476.0 488.0   
58 464 2.910582967933736 3.40804770488092 472.0 4.7300000000000000e+02 477.0 489.0   
