% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=331572, Wed Apr  6 15:18:25 2022
1 12 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
2 24 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
3 36 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
4 48 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
5 60 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
6 72 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
7 84 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
8 96 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
9 108 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
10 120 -0.03827470312716885 -0.009089677940420106 0.009327674277778215 0.035049134818467845 0.9563471154803597 0.9639244095384576 0.9844287369445612 0.9882378191878088 0.991431239583211 0.9924813257477189 0.9949022867643966 0.9959420510557809 0.998432961224757 0.9993255322208225 1.0006336675312593 1.0040698728462865 1.0084711852773613 1.0158191825920604 1.0323902410932868 1.0682572214775126
