% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=331572, Wed Apr  6 15:18:25 2022, <python>{}</python>
1 12 0.9232463005571399 0 0 0.9255963572232548 0.9246512233159346 0.9131587309818158 0.9217061554088024 0.9209152617918268 0.918588030394093 0.9244949046789268 0.9169537480151071 0.923245176129793 0.9315434417560012 0.9228049115358471 0.915763455122466 0.9114484285273724 0.9252276878157181 0.9146168271770764 0.9262032052817776
2 24 0.9114373586563449 0 0 0.9164317777079733 0.9368646791361641 0.903378558952772 0.9196955241552246 0.9014000865203343 0.9030919182874216 0.9006368459076088 0.9002009414594289 0.9123899363101386 0.9231352164743839 0.9149312824503383 0.8974084352154716 0.8892257308676794 0.9020598612234809 0.9083983868826137 0.9148638917955813
3 36 0.9348538208873047 0 0 0.9451944342793671 0.9637706458229672 0.9203278959620824 0.9505091782315985 0.9177800049808165 0.9259101795127419 0.9260684741283357 0.9213981420471047 0.9330418999984031 0.9463470794608755 0.9415874076944672 0.9039461971196983 0.9069095301420044 0.9355660003930447 0.9547112056340326 0.9304146495840581
4 48 0.9281227125521164 0 0 0.9189088777482703 0.9623627306902651 0.9082784030925873 0.9468658154531107 0.913221922872797 0.9178423904018431 0.9171983804381183 0.9105284526453256 0.924969620339517 0.9485118496818827 0.9279879086087528 0.9020873735698649 0.903542680221825 0.9378835641715468 0.939893658002527 0.9266098119618045
5 60 0.9437762350014381 0 0 0.9361457734218518 0.974690645544456 0.9347901768790046 0.9676199328846556 0.9124331582089907 0.9335833507819092 0.9361268817095139 0.9335564497783111 0.9443829017490722 0.9655524661004248 0.9391621230406921 0.9105554062282981 0.9144319505018063 0.9520884933943558 0.9524894266733083 0.9471431694563623
6 72 0.9933726973249709 0 0 0.978099815752333 1.0241767392505736 0.9820719994058315 1.0187461841136916 0.954165763541567 0.9817337179012141 0.9895725174973375 0.9745937542514956 1.001738328571064 1.023403444186662 0.9876499655061658 0.968405490386406 0.9568699622240545 1.0266208067590852 1.0063839306143176 0.9978858795031902
7 84 1.025327653174494 0 0 1.0066885738384679 1.0541260804890853 1.014558162458607 1.0423736084833222 0.959638343059152 1.0101473108546752 1.0221710398570916 1.0145359966821557 1.0338711470093864 1.0697697068310679 1.0203442685381556 0.9990953581783584 0.9847097196350981 1.0653141835387943 1.0538191155681655 1.035842342862879
8 96 1.0124217872464463 0 0 0.9954512054438522 1.0465632544557795 1.001427079175531 1.0373305008881841 0.9426479233248073 0.9728694902277902 1.0050019803144683 1.01384690157292 1.0228143341083296 1.055862577490349 1.007361332075315 0.9779176007464743 0.964931887280328 1.0590966944010825 1.0498113175712434 1.0317239101869797
9 108 1.0237821438808095 0 0 1.0053141998319757 1.0672708651037721 1.0138163668790616 1.0447381820760422 0.9544318985888514 1.001016453118453 1.012841193807929 1.0407965368785455 1.021887309383633 1.0534405455600135 1.0216756351063234 0.9922491771484085 0.9604234174365206 1.055058429751583 1.0734223905338225 1.0511566247652009
10 120 1.0458083338261817 0 0 1.0186156035407652 1.087406603886534 1.038854757967877 1.0640121446919568 0.968787593160996 1.02799006480046 1.0354761188190544 1.0982798710579418 1.0469759299127395 1.0801259770009208 1.0436273511719938 1.0156215221457685 0.970853539796863 1.0693162793676196 1.1065682033303061 1.0705463301097469
11 132 1.0707083060623321 0 0 1.0448635155104753 1.1105219981255139 1.0567092175040564 1.086460431137123 0.9945669734602233 1.0495279731408287 1.0670014443478228 1.1339083483759023 1.0662620294987797 1.1017473774261983 1.0701121213298943 1.041278737352457 0.9779407247676465 1.091875156414527 1.1459089405026748 1.0955767180252791
12 144 1.077960360544479 0 0 1.034882911103843 1.1234958389976362 1.0631732620722856 1.0823274152722606 0.9993272754977129 1.0548629262811282 1.095181079646421 1.1420181122814048 1.0785889036304137 1.1170502651999905 1.0774884933808742 1.0408734508100252 0.9947373232837348 1.080252675957042 1.1447894985579816 1.114566296489289
13 156 1.0577562351124445 0 0 1.0181702592835504 1.1073151212725334 1.0423467893759872 1.0567354328948426 0.9648441826019064 1.0404960816220483 1.0827899443782654 1.1284268540955624 1.0442372620978548 1.0975459278056183 1.0542816083979707 1.0039220123349704 0.9616756218628955 1.065646931273571 1.1165295076640234 1.098551071815282
14 168 0.9882301800790722 0 0 0.9423669024128224 1.0333575857850161 0.965934281570013 0.9785459714030876 0.8902367761663551 0.9820058019299214 1.0136431396475092 1.047558129992101 0.9777840813072727 1.02779655323679 0.9781291756632227 0.9397511116763803 0.8896702649700958 0.9901726346234403 1.0663473451473982 1.0110607003399705
15 180 0.9613562426917202 0 0 0.9090193004745277 1.0067048673563124 0.9440011458749233 0.9354674597235952 0.8689151543985617 0.9563321968376061 0.9887798440299901 1.0254277340802076 0.9507735546212657 0.986954936381338 0.9455249683155861 0.9199033949358715 0.8675268515027355 0.9551856603203494 1.0444341870631537 0.990769753887946
16 192 0.8968707413770074 0 0 0.8480855728147252 0.9405192799637575 0.8846936556472159 0.8658067508653462 0.8081082689594135 0.8758540001047943 0.9179951996118794 0.9625357813775934 0.8741514232102829 0.9072592773123197 0.8831184803703093 0.8607467398114135 0.8027137341129927 0.8858950432854039 0.9741354504852803 0.9307160134987308
